"What I'm thinking about today: Khizr Khan: https://t.co/wrHK7IkBrG And a vet who fought with those now excluded: https://t.co/4LhNIT8xVo Jan 31, 2017"
"I stand with the people gathered across the country tonight defending our values & our Constitution. This is not who we are. Jan 29, 2017"
".@MichaelNutter got a lot of great points into 140 characters here. We have to keep the momentum. https://t.co/Bd66lBPMEs Jan 23, 2017"
"Scrolling through images of the #womensmarch is awe-inspiring. Hope it brought joy to others as it did to me. https://t.co/29oaMvk3hU Jan 23, 2017"
"I stand w/ Nora Harren, a 17-year from Boise, ID, & every person marching for our values today. Onward! ✊✊🏾✊🏽✨… https://t.co/Zt8THPtAn8 Jan 21, 2017"
"Hope Not Fear' Indeed. And what a beautiful piece by Louisa Cannell. #womensmarch 👊👊🏻👊🏼👊🏽✨ https://t.co/7h3Bzx79nB Jan 21, 2017"
"Thanks for standing, speaking & marching for our values @womensmarch. Important as ever. I truly believe we're always Stronger Together. Jan 21, 2017"
"I'm here today to honor our democracy & its enduring values. I will never stop believing in our country & its future. #Inauguration Jan 20, 2017"
"Indeed. Bill & I have you in our thoughts & look forward to you both being back on your feet soon, wild socks & all… https://t.co/yUWSbJDnlH Jan 19, 2017"
"Delighted that @NYGovCuomo proposed free college for ppl making <125K in NY. A plan @SenSanders & I worked hard on. https://t.co/V0aXjhxKpm Jan 03, 2017"
"The holidays are a time to be thankful for our blessings. Let's rejoice in this season & look forward with renewed hope & determination. -H Dec 26, 2016"
"I was greeted by this heartwarming display on the corner of my street today. Thank you to all of you who did this.… https://t.co/fWPOa4Bgzc Nov 24, 2016"
"Hoping everyone has a safe & Happy Thanksgiving today, & quality time with family & friends. -H Nov 24, 2016"
"Looking forward to honoring some brave young people tonight at @ChildDefender where I started my career. Tune in: https://t.co/4gmaM2A9Dx -H Nov 17, 2016"
"Scripture tells us: Let us not grow weary in doing good, for in due season, we shall reap, if we do not lose heart. https://t.co/snXfdLgZq8 Nov 09, 2016"
"“Let us have faith in each other. Let us not grow weary. Let us not lose heart. For there are more seasons to come and...more work to do.” Nov 09, 2016"
"“We are stronger together and will go forward together. And you should never, ever regret fighting for that.” —Hillary Nov 09, 2016"
"“I am grateful to our country for all it has given me. I count my blessings every day that I am an American.” —Hillary Nov 09, 2016"
"To all the little girls watching...never doubt that you are valuable and powerful & deserving of every chance & opportunity in the world. Nov 09, 2016"
"We have still have not shattered that highest and hardest glass ceiling. But some day, someone will. —Hillary Nov 09, 2016"
